Segment,Supplier,Brand Family,Brand,Product,Package,Servings per Case,Cases,Num Units,Tax Cost,Laid-in Cost,Discount,Participation,Full Price,Unit Price,Ext Price,Load Sheet Date
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$69.50,7/30/2026
Spirits,Molly's,Molly's,Molly's Irish Cream,200294 Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,23,3,3,$13.076517,$102.00,$49.92,$15.50,$175.92,$126.00,$378.00,7/30/2026
Spirits,1925 Spirits LLC,Leyenda 1925,Leyenda 1925 Blanco Tequila,200217 Leyenda 1925 Blanco Tequila 1/750 ML Btl,1/6/750 mL (BO),6,0,0,$0.182617,$31.50,$0.00,$0.00,$45.833333,$45.833333,$0.00,7/30/2026
Spirits,1925 Spirits LLC,Leyenda 1925,Leyenda 1925 Anejo Tequila,200216 Leyenda 1925 Anejo Tequila 1/750 ML Btl,1/6/750 mL (BO),6,0,0,$0.181615,$78.75,$0.00,$0.00,$112.00,$112.00,$0.00,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$26.00,$0.00,$0.00,$40.666667,$40.666667,$0.00,7/30/2026
Wine,Savorian INC,Castellani Etichetta Gialla,Castellani Etichetta Gialla Pinot Noir,100953 Castellani Etichetta Gialla Pinot Noir 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.078125,$58.00,$5.00,$0.00,$85.00,$80.00,$80.00,7/30/2026
Spirits,Paradisse Spirits LLC,Paradisse,Paradisse Fassionola Liqueur,100923 Paradisse Fassionola Liqueur 6/750 mL Btl,1/6/750 mL (BO),6,0.166667,1,$1.089710,$17.00,$0.00,$0.00,$27.50,$27.50,$27.50,7/30/2026
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200401 Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,13,3,3,$13.948284,$45.57,$3.50,$0.00,$71.50,$68.00,$204.00,7/30/2026
Spirits,Paradisse Spirits LLC,Paradisse,Paradisse Fassionola Liqueur,100923 Paradisse Fassionola Liqueur 6/750 mL Btl,1/6/750 mL (BO),6,0.333333,2,$1.089710,$17.00,$0.00,$0.00,$27.50,$27.50,$55.00,7/30/2026
Wine,Caravella Inc,Poca Loca,Poca Loca Brazilian Wine,200738 Poca Loca Brazilian Wine 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.083594,$41.00,$25.40,$0.00,$84.00,$58.60,$58.60,7/30/2026
Spirits,Boston Beer Company,Dogfish Head Spirits,Dogfish Head Analog Vodka,200600 Dogfish Head Analog Vodka 1/12/750 mL Btl,1/12/750 mL (BO),12,1,12,$1.089710,$6.450833,$0.00,$0.00,$9.991667,$9.991667,$119.90,7/30/2026
Wine,Caravella Inc,Poca Loca,Poca Loca Brazilian Wine,200738 Poca Loca Brazilian Wine 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.083594,$41.00,$25.40,$0.00,$84.00,$58.60,$58.60,7/30/2026
Spirits,Molly's,Molly's,Molly's Irish Cream,200292 Molly's Irish Cream 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$133.00,$33.60,$32.00,$192.00,$158.40,$0.00,7/30/2026
Spirits,Prestige Beverage Group,2XO,2XO French Oak,100962 2XO French Oak 1/750 mL Btl,1/6/750 mL (BO),6,0.333333,2,$0.181615,$27.166667,$0.00,$0.00,$0.00,$0.00,$0.00,7/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,3,18,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$654.00,7/30/2026
Spirits,Warwick Valley,Warwick Gin,Warwick Gin,200053 Warwick Gin 6/750 mL Btl,6/750ml Btl,12,0,0,$6.538125,$90.00,$0.00,$0.00,$138.00,$138.00,$0.00,7/30/2026
Spirits,Warwick Valley,Gin Pig,Gin Pig,200051 Gin Pig 6/750 mL Btl,6/750ml Btl,12,1,1,$6.538125,$96.00,$0.00,$0.00,$150.00,$150.00,$150.00,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Green River,Bardstown Green River Wheated,201054 Green River Wheated 1/750 mL,1/750ML,6,1,6,$0.181615,$17.833333,$0.00,$0.00,$26.833333,$26.833333,$161.00,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Honey,201077 Green River Honey 1/750 mL Btl,1/6/750 mL (BO),6,(1),(6),$0.181615,$12.166667,$0.833333,$0.00,$20.00,$19.166667,($115.00),7/30/2026
Wine,Caravella Inc,Poca Loca,Poca Loca Brazilian Wine,200738 Poca Loca Brazilian Wine 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.083594,$41.00,$25.40,$0.00,$84.00,$58.60,$58.60,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$26.00,$3.00,$0.00,$40.666667,$37.666667,$0.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,3,3,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$193.80,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,3,3,$13.076517,$49.095238,$5.75,$2.00,$71.00,$65.25,$195.75,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,2,2,$13.948284,$52.50,$5.75,$2.00,$78.00,$72.25,$144.50,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,2,2,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$139.00,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$26.00,$3.00,$0.00,$40.666667,$37.666667,$0.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$64.60,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,4,4,$13.076517,$49.095238,$5.75,$2.00,$71.00,$65.25,$261.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,5,5,$13.948284,$52.50,$5.75,$2.00,$78.00,$72.25,$361.25,7/30/2026
Wine,Prestige Beverage Group,Le Grand Noir,La Grand Noir Rose,100125 La Grand Noir Rose 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.078125,$76.00,$0.00,$0.00,$0.00,$0.00,$0.00,7/29/2026
Wine,Prestige Beverage Group,Le Grand Noir,Le Grand Noir Pinot Noir,100122 Le Grand Noir Pinot Noir 1/12/750 mL Btl,1/12/750ml Btl,23,2,2,$2.078125,$76.00,$0.00,$0.00,$0.00,$0.00,$0.00,7/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$0.00,$0.00,$0.00,$0.00,$80.00,$80.00,$0.00,7/28/2026
Spirits,Prestige Beverage Group,2XO,2XO White Oak Rye,100965 2XO White Oak Rye 1/750 ML Btl,1/6/750 mL (BO),6,0,0,$0.00,$0.00,$0.00,$0.00,$37.50,$30.00,$0.00,7/28/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0,0,$0.00,$0.00,$0.00,$0.00,$40.666667,$36.333334,$0.00,7/28/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$26.00,$3.00,$0.00,$40.666667,$37.666667,$226.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,3,3,$13.076517,$49.095238,$2.00,$0.00,$71.00,$69.00,$207.00,7/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$218.00,7/29/2026
Spirits,1925 Spirits LLC,Leyenda 1925,Leyenda 1925 Blanco Tequila,200217 Leyenda 1925 Blanco Tequila 1/750 ML Btl,1/6/750 mL (BO),6,0,0,$0.182617,$31.50,$2.00,$0.00,$45.833333,$43.833333,$0.00,7/29/2026
Wine,Caravella Inc,Caravella,Lou Lou Bubbly Semi Sweet Rose,200737 Lou Lou Bubbly Semi Sweet Rose 1/12/12 oz Can,1/12/12oz Can,1,1,1,$1.968750,$30.00,$10.50,$0.00,$44.00,$33.50,$33.50,7/29/2026
Wine,Caravella Inc,Caravella,Lou Lou Bubbly Brut Rose,200736 Lou Lou Bubbly Brut Rose 1/12/12 oz Can,1/12/12oz Can,1,0,0,$1.968750,$30.00,$10.50,$0.00,$44.00,$33.50,$0.00,7/29/2026
Spirits,Cruz Beverage,YaVe Tequila,YaVe Tequila Coconut,200385 YaVe Tequila Coconut 1/6/750 mL Btl,1/6/750 mL (BO),6,0,0,$1.089710,$22.833333,$6.50,$0.833333,$34.50,$28.00,$0.00,7/29/2026
Spirits,Cruz Beverage,YaVe Tequila,YaVe Tequila Jalapeno,200382 YaVe Tequila Jalapeno 1/6/750 mL Btl,1/6/750 mL (BO),6,0,0,$1.089710,$22.833333,$6.50,$0.833333,$34.50,$28.00,$0.00,7/29/2026
Spirits,Cruz Beverage,YaVe Tequila,YaVe Tequila Mango,200381 YaVe Tequila Mango 1/6/750 mL Btl,1/6/750 mL (BO),6,0.166667,1,$1.089710,$22.833333,$6.50,$0.833333,$34.50,$28.00,$28.00,7/29/2026
Spirits,Licores Artesanales,Desquite,Desquite Artesanal,200771 Desquite Artesanal 6/750 mL Btl,1/6/750 mL (BO),6,2,12,$1.089710,$10.833333,$5.00,$0.00,$21.333333,$16.333333,$196.00,7/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$26.00,$3.00,$0.00,$40.666667,$37.666667,$226.00,7/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bourbon,201056 Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$23.333333,$2.00,$0.00,$36.666667,$34.666667,$208.00,7/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,7/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,7/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,3,3,$13.076517,$49.095238,$2.00,$0.00,$71.00,$69.00,$207.00,7/29/2026
Wine,Chateau Diana Winery,Chateau Diana,Chateau Diana Pinot Grigio,200174 Chateau Diana Pinot Grigio 12/750 mL Btl,1/12/750ml Btl,23,3,3,$2.080313,$57.00,$10.00,$0.00,$90.00,$80.00,$240.00,7/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$13.076517,$49.095238,$0.00,$0.00,$71.00,$71.00,$71.00,7/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bourbon,201056 Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$23.333333,$2.00,$0.00,$36.666667,$34.666667,$0.00,7/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bottle-In-Bond,201055 Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$26.00,$3.00,$0.00,$40.6667,$37.666667,$226.00,7/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,7/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$64.60,7/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,2,2,$13.948284,$52.50,$2.75,$0.00,$78.00,$75.25,$150.50,7/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$69.50,7/29/2026
Wine,Prestige,Greek Wines,Amethystos White,200352 Amethystos White 12/750 mL,1/12/750ml Btl,23,1,1,$2.080355,$144.50,$10.00,$0.00,$210.00,$200.00,$200.00,7/29/2026
Wine,Prestige,Greek Wines,Amethystos Red,200351 Amethystos Red 12/750 mL,1/12/750ml Btl,23,1,1,$2.080355,$151.00,$10.00,$0.00,$240.00,$230.00,$230.00,7/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$0.00,$0.00,$70.00,$70.00,$0.00,7/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,7/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$15.255936,$43.75,$0.00,$0.00,$72.00,$72.00,$0.00,7/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$52.50,$0.00,$0.00,$78.00,$78.00,$0.00,7/29/2026
Spirits,Pabst Brewing Company,New Holland Brewing Co,New Holland Dragon's Milk Reserve Coconut Rum,11062 New Holland Dragon's Milk Reserve Coconut Rum 6/4/12 oz Btl,6/4/12oz NR,24,0,0,$0.27,$55.51,$0.00,$0.00,$80.00,$80.00,$0.00,7/29/2026
Spirits,Pabst Brewing Company,New Holland Brewing Co,New Holland Dragon's Milk Reserve Coconut Rum,11062 New Holland Dragon's Milk Reserve Coconut Rum 6/4/12 oz Btl,6/4/12oz NR,24,0,0,$0.27,$55.51,$0.00,$0.00,$80.00,$80.00,$0.00,7/29/2026
Spirits,Molly's,Molly's,Molly's Irish Cream,200291 Molly's Irish Cream 6/1.75 L Btl,6/1.75 Liter Btl,29,3,3,$15.255936,$94.00,$49.00,$15.50,$174.00,$125.00,$375.00,7/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,3,18,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$654.00,7/29/2026
Spirits,Boston Beer Company,Dogfish Head Spirits,Dogfish Head Analog Vodka,200600 Dogfish Head Analog Vodka 1/12/750 mL Btl,1/12/750 mL (BO),12,0,0,$1.089710,$6.450833,$0.00,$0.00,$9.991667,$9.991667,$0.00,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Honey,201078 Green River Honey 1/10/50 mL Btl,1/10/50 ML (Sleeve),60,1,6,$0.121029,$11.166667,$1.00,$0.00,$18.50,$17.50,$105.00,7/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Honey,201078 Green River Honey 1/10/50 mL Btl,1/10/50 ML (Sleeve),60,0,0,$0.121029,$11.166667,$0.00,$0.00,$18.50,$18.50,$0.00,7/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Honey,201077 Green River Honey 1/750 mL Btl,1/6/750 mL (BO),6,0,0,$0.181615,$12.166667,$0.00,$0.00,$20.00,$20.00,$0.00,7/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bottle-In-Bond,201055 Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$26.00,$0.00,$0.00,$40.666667,$40.666667,$40.67,7/29/2026
Spirits,Prestige Beverage Group,2XO,2XO White Oak Rye,100965 2XO White Oak Rye 1/750 ML Btl,1/6/750 mL (BO),6,0,0,$0.180827,$27.16,$7.50,$3.333333,$37.50,$30.00,$0.00,7/30/2026
Spirits,Prestige Beverage Group,2XO,2XO French Oak,100962 2XO French Oak 1/750 mL Btl,1/6/750 mL (BO),6,1,6,$0.181615,$27.166667,$7.50,$3.333333,$37.50,$30.00,$180.00,7/30/2026
Spirits,Prestige Beverage Group,2XO,2XO American Oak,100961 2XO American Oak 1/750 mL Btl,1/6/750 mL (BO),6,1,6,$0.181615,$27.166667,$7.50,$3.333333,$37.50,$30.00,$180.00,7/30/2026
Spirits,Molly's,Molly's,Molly's Irish Cream,200299 Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,12,0,0,$6.538125,$51.00,$29.35,$11.00,$87.96,$58.61,$0.00,7/30/2026
Spirits,Molly's,Molly's,Molly's Irish Cream,200294 Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$102.00,$49.92,$15.50,$175.92,$126.00,$126.00,7/30/2026
